field_id,field_name,canonical_csv_name,endpoint,json_path,parent_object,yahoo_type,csv_type,db_type,applies_to,field_category,description,units,enum_group,update_frequency,nullable,presence,stability,evidence_status,evidence_symbols,evidence_market_states,example_value,formula_relationship,related_fields,validation_rule,parser_action,flattening_rule,collision_group,source_url,developer_notes,first_seen_release,last_reviewed_date,status
YF00149,response_content_type,response_content_type,request,_capture.response_content_type,_capture,string,TEXT,VARCHAR(128),All endpoints,Request Diagnostics,HTTP Content-Type header seen by request layer.,,,Per request,Yes,Conditional,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,application/json;charset=utf-8,,,Warn if not JSON for API capture.,Capture,Capture as request/response metadata,diagnostic,internal:capture-runner,Detect HTML/login/throttle pages before JSON parsing.,v0.3.1,2026-07-09,draft
YF00150,response_body_prefix,response_body_prefix,request,_capture.response_body_prefix,_capture,string,TEXT,TEXT,All endpoints,Request Diagnostics,Short sanitized prefix of response body for diagnostics when parse fails or response is empty.,,,Per request,Yes,Conditional,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,"{""quoteResponse""",,,Limit to safe length; do not store cookies or secrets.,Capture,Capture as request/response metadata,diagnostic,internal:capture-runner,Useful for 429/HTML pages and malformed JSON.,v0.3.1,2026-07-09,draft
YF00151,quote_error,quote_error_json,quote,quoteResponse.error,quoteResponse,object/null,JSON/TEXT,JSON,Quote endpoint,Endpoint Diagnostics,"Quote endpoint error object, if Yahoo returns one.",,,Per request,Yes,Conditional,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,null,,result_state;result_count,"If error not null, set result_state=YAHOO_ERROR_OBJECT.",Capture,Capture as request/response metadata,diagnostic,https://query1.finance.yahoo.com/v7/finance/quote?symbols=AAPL,A null error with empty result is still an actionable capture condition.,v0.3.1,2026-07-09,draft
YF00152,chart_error_code,chart_error_code,chart,chart.error.code,chart.error,string,TEXT,VARCHAR(64),Chart endpoint,Endpoint Diagnostics,Yahoo chart error code when chart endpoint rejects or cannot find a symbol/range.,,,Per request,Yes,Conditional,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,Not Found,,chart_error_description;result_state,Store text; do not hard-fail unknown codes.,Capture,Capture as request/response metadata,diagnostic,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Differentiate symbol-not-found from HTTP-layer failure.,v0.3.1,2026-07-09,draft
YF00153,chart_error_description,chart_error_description,chart,chart.error.description,chart.error,string,TEXT,TEXT,Chart endpoint,Endpoint Diagnostics,Yahoo chart error description when present.,,,Per request,Yes,Conditional,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,"No data found, symbol may be delisted",,chart_error_code;result_state,Text if present.,Capture,Capture as request/response metadata,diagnostic,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Do not infer delisting from this field alone without quote/search cross-check.,v0.3.1,2026-07-09,draft
YF00154,search_count,search_count,search,count,search root,integer,INTEGER,INTEGER,Search endpoint,Endpoint Diagnostics,Search endpoint count value from Yahoo response.,,,Per request,Yes,Conditional,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,10,,search_quotes_count,>= 0 if present.,Capture,Capture as request/response metadata,diagnostic,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,May not equal quotes array length when news/list modules are also included.,v0.3.1,2026-07-09,draft
YF00155,search_quotes_count,search_quotes_count,search,_derived.len(quotes[]),quotes[],integer,INTEGER,INTEGER,Search endpoint,Endpoint Diagnostics,Derived count of quote results in search response.,,,Per request,No,Common,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,1,len(finance.search.quotes[] or $.quotes[]),search_count;search_symbol,0 for q=AAPL should be captured as SEARCH_EMPTY_QUOTES and cross-checked with quote endpoint.,Capture,Capture as request/response metadata,diagnostic,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,"Search may be more reliable with company name fallback, e.g., q=Apple.",v0.3.1,2026-07-09,draft
YF00156,screener_error,screener_error_json,screener,finance.error,finance,object/null,JSON/TEXT,JSON,Screener endpoint,Endpoint Diagnostics,"Screener endpoint error object, if Yahoo returns one.",,,Per request,Yes,Conditional,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,null,,result_state;screener_result_count,"If error not null, set result_state=YAHOO_ERROR_OBJECT.",Capture,Capture as request/response metadata,diagnostic,https://query1.finance.yahoo.com/v1/finance/screener/predefined/saved?scrIds=most_actives,Predefined screener has no AAPL symbol parameter; failures are endpoint/request/access issues.,v0.3.1,2026-07-09,draft
YF00157,screener_result_count,screener_result_count,screener,_derived.len(finance.result[]),finance.result[],integer,INTEGER,INTEGER,Screener endpoint,Endpoint Diagnostics,Derived count of predefined screener result groups.,,,Per request,No,Common,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,1,len(finance.result[]),screener_error;result_state,0 with HTTP 200 should be captured as SCREENER_EMPTY_RESULT.,Capture,Capture as request/response metadata,diagnostic,https://query1.finance.yahoo.com/v1/finance/screener/predefined/saved?scrIds=most_actives,Do not classify as AAPL-specific because the predefined URL is not symbol-specific.,v0.3.1,2026-07-09,draft
YF00158,quote_summary_error,quote_summary_error_json,quoteSummary,quoteSummary.error,quoteSummary,object/null,JSON/TEXT,JSON,QuoteSummary endpoint,Endpoint Diagnostics,"QuoteSummary endpoint error object, if Yahoo returns one.",,,Per request,Yes,Conditional,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,null,,result_state;requested_modules,"If error not null, set result_state=YAHOO_ERROR_OBJECT.",Capture,Capture as request/response metadata,diagnostic,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData",QuoteSummary module failures can be module/access-specific; preserve requested module list.,v0.3.1,2026-07-09,draft
YF00159,input_text,input_text,capture_harness,capture.input_text,capture,string,TEXT,TEXT,All requests,Capture Routing,"Raw input text accepted by the capture harness before routing; may be a symbol, comma symbol list, query, screener id, or full URL.",,,Per request,No,Common,Stable,User capture log / diagnostic design,AAPL;MSFT;URL inputs,POSTPOST;REGULAR,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,,input_type;endpoint_type,Must be preserved exactly before normalization.,Capture,Capture as request metadata; never pass full URL as a symbol.,routing,local capture harness,Added after user logs showed full URLs treated as symbols by quoteSummary/Fundamentals routine.,v0.3.2,2026-07-09,draft
YF00160,input_type,input_type,capture_harness,_derived.detect_input_type(capture.input_text),capture,string enum,TEXT,VARCHAR(32),All requests,Capture Routing,Detected kind of input supplied to the app/router.,,input_type,Per request,No,Common,Stable,User capture log / diagnostic design,symbol;symbol_list;url;query,POSTPOST;REGULAR,url,,endpoint_type;route_valid,Allowed values are in enum_group=input_type.,Derive,Derive before making endpoint request or parser choice.,routing,local capture harness,Use to prevent full URLs from entering symbol-only parsers.,v0.3.2,2026-07-09,draft
YF00161,endpoint_type,endpoint_type,capture_harness,_derived.detect_endpoint_type(capture.input_text or request_url),capture,string enum,TEXT,VARCHAR(32),All requests,Capture Routing,Endpoint family determined from URL path or chosen symbol workflow.,,endpoint_type,Per request,No,Common,Stable,User capture log / diagnostic design,quote;search;screener;chart,POSTPOST;REGULAR,search,,parser_expected;endpoint_url_path,Must match endpoint URL path and parser.,Derive,Derive by URL path; for raw symbols derive from the selected operation.,routing,local capture harness,Critical router field for v0.3.2.,v0.3.2,2026-07-09,draft
YF00162,parser_selected,parser_selected,capture_harness,capture.parser_selected,capture,string enum,TEXT,VARCHAR(64),All requests,Capture Routing,Parser actually selected by the application for the response.,,parser_type,Per request,No,Common,Stable,User capture log / diagnostic design,quote_parser;quote_summary_parser,POSTPOST;REGULAR,quote_parser,,parser_expected;route_valid,Should equal parser_expected except in diagnostic test cases.,Capture,Capture at dispatch time before response parsing.,routing,local capture harness,Logs showed Search/Screener/Chart URLs being processed as quote/fundamentals.,v0.3.2,2026-07-09,draft
YF00163,parser_expected,parser_expected,capture_harness,_derived.expected_parser(endpoint_type),capture,string enum,TEXT,VARCHAR(64),All requests,Capture Routing,Parser that should handle the endpoint response based on endpoint_type.,,parser_type,Per request,No,Common,Stable,User capture log / diagnostic design,search_parser;screener_parser;chart_parser,POSTPOST;REGULAR,search_parser,,parser_selected;route_valid,Derived parser must be consistent with endpoint_type.,Derive,"Derive from endpoint_type by a table, not by URL text appearing in the symbol slot.",routing,local capture harness,Router validation target.,v0.3.2,2026-07-09,draft
YF00164,route_valid,route_valid,capture_harness,_derived.parser_selected == parser_expected,capture,boolean,BOOLEAN,BOOLEAN,All requests,Capture Routing,Whether the selected parser matches the detected endpoint type.,,,Per request,No,Common,Stable,User capture log / diagnostic design,AAPL;full URL inputs,POSTPOST;REGULAR,FALSE,,route_error_code;result_state,False rows must not be interpreted as Yahoo data failure.,Derive,Record as diagnostic and skip endpoint-specific financial extraction.,routing,local capture harness,Key v0.3.2 guardrail.,v0.3.2,2026-07-09,draft
YF00165,endpoint_url_host,endpoint_url_host,capture_harness,_derived.parse_url(input_text).netloc,capture,string,TEXT,VARCHAR(128),URL requests,Capture Routing,Host name from URL input or generated request URL.,,,Per request,Yes,Conditional,Stable,User capture log / diagnostic design,query1.finance.yahoo.com,POSTPOST;REGULAR,query1.finance.yahoo.com,,endpoint_url_path,Required when raw input is a URL.,Derive,Parse URL; blank for raw symbol inputs until request URL is generated.,routing,local capture harness,Useful to distinguish query1/query2 and accidental non-Yahoo hosts.,v0.3.2,2026-07-09,draft
YF00166,endpoint_url_path,endpoint_url_path,capture_harness,_derived.parse_url(input_text).path,capture,string,TEXT,TEXT,URL requests,Capture Routing,URL path used to identify the endpoint family.,,,Per request,Yes,Conditional,Stable,User capture log / diagnostic design,/v8/finance/chart/AAPL,POSTPOST;REGULAR,/v1/finance/search,,endpoint_type,Must map to a known endpoint type or UNKNOWN_ENDPOINT_PATH.,Derive,Parse URL and use routing table.,routing,local capture harness,Prevents path-specific endpoint from being fed into quote parser.,v0.3.2,2026-07-09,draft
YF00167,endpoint_url_query,endpoint_url_query,capture_harness,_derived.parse_url(input_text).query,capture,string,TEXT,TEXT,URL requests,Capture Routing,URL query string from input or generated request URL.,,,Per request,Yes,Conditional,Stable,User capture log / diagnostic design,"symbols=AAPL,MSFT",POSTPOST;REGULAR,q=AAPL,,requested_symbols;requested_query,Preserve raw query string for encoding triage.,Capture,Capture as URL metadata before decoding.,routing,local capture harness,Needed for special-symbol encoding checks.,v0.3.2,2026-07-09,draft
YF00168,requested_symbols,requested_symbols,capture_harness,_derived.symbols_from_input_or_url,capture,array/string,TEXT/JSON,JSON,Quote/chart/options/quoteSummary requests,Capture Routing,"Symbols requested by the URL or raw symbol-list input, after URL-decoding one time.",,,Per request,Yes,Conditional,Stable,User capture log / diagnostic design,AAPL;MSFT;ZT=F;^GSPC,POSTPOST;REGULAR,"AAPL,MSFT,SPY",,returned_symbols;missing_requested_symbols,Preserve order and compare case-sensitively after canonicalization rules.,Derive,Decode symbols parameter once; for chart/quoteSummary/options use path symbol.,routing,local capture harness,Enables missing-symbol diagnostics for batched quote calls.,v0.3.2,2026-07-09,draft
YF00169,returned_symbols,returned_symbols,capture_harness,_derived.symbols_from_response_json,capture,array/string,TEXT/JSON,JSON,Quote/search/screener/chart responses,Capture Routing,Symbols actually present in the endpoint response.,,,Per request,Yes,Conditional,Variable,User capture log / diagnostic design,MSFT;SPY;QQQI,POSTPOST;REGULAR,"MSFT,SPY,QQQI",,requested_symbols;missing_requested_symbols,For quote use quoteResponse.result[].symbol; for chart use chart.result[].meta.symbol.,Derive,Extract only from the endpoint-appropriate response shape.,routing,local capture harness,The quote run returned MSFT first while AAPL was absent.,v0.3.2,2026-07-09,draft
YF00170,missing_requested_symbols,missing_requested_symbols,capture_harness,_derived.requested_symbols - returned_symbols,capture,array/string,TEXT/JSON,JSON,Batched/multi-symbol requests,Capture Routing,Requested symbols not found in the response result set.,,,Per request,Yes,Conditional,Variable,User capture log / diagnostic design,AAPL,POSTPOST;REGULAR,AAPL,,requested_symbols;returned_symbols;result_state,Non-empty list should set result_state=REQUESTED_SYMBOL_MISSING_FROM_RESULT or PARTIAL_SYMBOL_RESULT.,Derive,Compute after endpoint-specific parsing; do not infer invalid symbol without cross-check.,routing,local capture harness,Primary v0.3.2 diagnostic for AAPL missing from batch quote result.,v0.3.2,2026-07-09,draft
YF00171,unexpected_returned_symbols,unexpected_returned_symbols,capture_harness,_derived.returned_symbols - requested_symbols,capture,array/string,TEXT/JSON,JSON,Batched/multi-symbol requests,Capture Routing,Symbols returned by Yahoo that were not explicitly requested.,,,Per request,Yes,Conditional,Variable,Diagnostic design,symbol aliases,POSTPOST;REGULAR,,,requested_symbols;returned_symbols,Useful for alias/canonicalization detection.,Derive,Compute after endpoint-specific parsing.,routing,local capture harness,Placeholder for alias/canonical symbol normalization.,v0.3.2,2026-07-09,draft
YF00172,requested_symbol_count,requested_symbol_count,capture_harness,_derived.len(requested_symbols),capture,integer,INTEGER,INTEGER,Batched/multi-symbol requests,Capture Routing,Count of requested symbols derived from input.,,,Per request,Yes,Conditional,Stable,User capture log / diagnostic design,representative set,POSTPOST;REGULAR,16,,returned_symbol_count,Must be >= returned_symbol_count only if no unexpected aliases are returned.,Derive,Compute from requested_symbols list.,routing,local capture harness,Used in run summary.,v0.3.2,2026-07-09,draft
YF00173,returned_symbol_count,returned_symbol_count,capture_harness,_derived.len(returned_symbols),capture,integer,INTEGER,INTEGER,Quote/search/screener/chart responses,Capture Routing,Count of returned symbols derived from parsed response.,,,Per request,Yes,Conditional,Variable,User capture log / diagnostic design,representative set,POSTPOST;REGULAR,15,,requested_symbol_count,"If lower than requested count, compare missing_requested_symbols.",Derive,Compute from returned_symbols list.,routing,local capture harness,Used in run summary.,v0.3.2,2026-07-09,draft
YF00174,route_error_code,route_error_code,capture_harness,_derived.route_error_code,capture,string enum,TEXT,VARCHAR(64),All requests,Capture Routing,"Routing error code, if route_valid is false or symbols are missing.",,route_error_code,Per request,Yes,Conditional,Stable,User capture log / diagnostic design,FULL_URL_AS_SYMBOL;REQUESTED_SYMBOL_MISSING,POSTPOST;REGULAR,FULL_URL_AS_SYMBOL,,route_valid;result_state,Allowed values in enum_group=route_error_code.,Derive,Use first high-confidence routing error; keep additional details in diagnostic_summary.,routing,local capture harness,Stops URL-as-symbol errors from being treated as Yahoo nulls.,v0.3.2,2026-07-09,draft
YF00175,raw_input_was_url,raw_input_was_url,capture_harness,_derived.input_text startswith http:// or https://,capture,boolean,BOOLEAN,BOOLEAN,All requests,Capture Routing,Whether the original user/app input was a full URL.,,,Per request,No,Common,Stable,User capture log / diagnostic design,URL inputs,POSTPOST;REGULAR,TRUE,,input_type;full_url_passed_as_symbol,TRUE implies router must parse endpoint instead of treating input as a symbol.,Derive,Set before normalization.,routing,local capture harness,Simple guardrail for app code.,v0.3.2,2026-07-09,draft
YF00176,full_url_passed_as_symbol,full_url_passed_as_symbol,capture_harness,_derived.raw_input_was_url and parser_selected in symbol_only_parsers,capture,boolean,BOOLEAN,BOOLEAN,All requests,Capture Routing,Flag indicating a full URL reached a symbol-only parser such as quoteSummary/Fundamentals.,,,Per request,No,Common,Stable,User capture log / diagnostic design,Search URL;Chart URL;Screener URL,POSTPOST;REGULAR,TRUE,,route_error_code;parser_selected,"If TRUE, classify as app routing issue, not Yahoo symbol failure.",Derive,Detect before calling quoteSummary or fundamentals routine.,routing,local capture harness,Directly explains Not Found errors that name the full URL as the symbol.,v0.3.2,2026-07-09,draft
YF00177,encoding_state,encoding_state,capture_harness,_derived.encoding_state(endpoint_url_query),capture,string enum,TEXT,VARCHAR(64),URL requests,Capture Routing,Classification of URL encoding in the symbols/query parameters.,,encoding_state,Per request,Yes,Conditional,Variable,User capture log / diagnostic design,RAW_SYMBOLS;URL_ENCODED_SYMBOLS;POSSIBLE_DOUBLE_ENCODING,POSTPOST;REGULAR,URL_ENCODED_SYMBOLS,,missing_requested_symbols,Special symbols missing after encoded request should trigger double-encoding check.,Derive,Compare raw query string and decoded symbol list; detect %25 patterns.,routing,local capture harness,Useful for futures/index/forex symbols containing = and ^.,v0.3.2,2026-07-09,draft
YF00178,diagnostic_summary,diagnostic_summary,capture_harness,_derived.diagnostic_summary,capture,string,TEXT,TEXT,All requests,Capture Routing,Short human-readable classification of a capture anomaly.,,,Per request,Yes,Conditional,Variable,User capture log / diagnostic design,AAPL missing from quote batch,POSTPOST;REGULAR,AAPL requested but absent from quoteResponse.result[].symbol list.,,result_state;route_error_code,Keep concise; avoid replacing structured fields.,Derive,"Build from result_state, route_error_code, counts, missing symbols, and endpoint_type.",diagnostic,local capture harness,Helps CSV review without opening raw JSON.,v0.3.2,2026-07-09,draft
